loop_id	loop_strength	region
chr1_239951814_239987814	12.36161436190314	region8
chr1_239951814_240148814	9.659558972018633	region8
chr1_239952814_239975814	7.366315306782048	region8
chr3_118783000_118809000	58.438710566491075	region12
chr3_118819000_118840000	54.584518496520786	region12
chr3_118881000_119821000	236.79944705537454	region12
chr3_118883000_119679000	563.0428126251011	region12
chr3_118884000_119098000	1314.5787114616217	region12
chr3_118884000_119241000	341.73414692948165	region12
chr3_118884000_119353000	136.25094030492232	region12
chr3_118884000_119034000	228.65031934458207	region12
chr3_119099000_119681000	253.5898975232719	region12
chr3_119145000_119680000	98.73441415716152	region12
chr3_119145000_119241000	139.1886693923956	region12
chr3_119218000_119250000	39.309357498374894	region12
chr3_119241000_119322000	79.1052834099153	region12
chr3_119241000_119464000	119.46523513079435	region12
chr3_119241000_119498000	139.89956842563288	region12
chr3_119241000_119294000	69.04868141048742	region12
chr3_119241000_119680000	88.51867061392714	region12
chr3_119249000_119293000	56.47293479288519	region12
chr3_119250000_119405000	83.50175411429002	region12
chr3_119250000_119677000	62.4030233991833	region12
chr3_119251000_119430000	91.11824142805042	region12
chr3_119269000_119404000	99.81079805042263	region12
chr3_119271000_119293000	66.0710727015751	region12
chr3_119271000_119596000	104.59167221741667	region12
chr3_119272000_119462000	95.01489829995785	region12
chr3_119274000_119353000	86.31211982963411	region12
chr3_119275000_119680000	195.54101604281408	region12
chr3_119275000_119559000	134.66905389792578	region12
chr3_119294000_119463000	88.1458656718769	region12
chr3_119294000_119498000	92.94624794310427	region12
chr3_119294000_119679000	94.96002879994289	region12
chr3_119295000_119322000	64.05356376221386	region12
chr3_119323000_119463000	87.86450561832049	region12
chr3_119323000_119677000	49.402480292243055	region12
chr3_119378000_119565000	121.328123965852	region12
chr3_119420000_119681000	88.52957252604809	region12
chr3_119432000_119678000	51.11945431480693	region12
chr3_119450000_119462000	32.65138635905671	region12
chr3_119463000_119677000	50.26861251181173	region12
chr3_119463000_120094000	133.45556342997298	region12
chr3_119464000_119498000	96.11156028502909	region12
chr3_119465000_120348000	134.13316376883978	region12
chr3_119468000_119677000	51.06019339940487	region12
chr3_119469000_119498000	91.96260109991128	region12
chr3_119498000_119677000	55.84790725931071	region12
chr3_119498000_119701000	76.44809262296785	region12
chr3_119498000_120094000	138.65504928295067	region12
chr3_119499000_119579000	55.935804602879074	region12
chr3_119499000_120349000	224.42078158036324	region12
chr3_119565000_119598000	62.0533305568986	region12
chr3_119579000_119677000	16.51294758092739	region12
chr3_119601000_119679000	29.898377720497642	region12
chr3_119677000_119702000	15.318793826030806	region12
chr3_119678000_120094000	45.40250974111909	region12
chr3_119701000_120094000	84.33625735439136	region12
chr3_119800000_119985000	66.78185453752008	region12
chr3_119820000_120183000	353.50271807837333	region12
chr3_119821000_120198000	226.72320085223674	region12
chr3_119821000_120559000	256.0948475620454	region12
chr3_119821000_120146000	194.07045477384233	region12
chr3_119846000_120282000	100.35694998471227	region12
chr3_119892000_120182000	374.09195824337627	region12
chr3_119892000_120417000	241.1258200267845	region12
chr3_119892000_120197000	239.40221790021118	region12
chr3_119892000_120559000	292.330493698713	region12
chr3_119893000_120146000	205.47635654564635	region12
chr3_119893000_120094000	117.96937587973504	region12
chr3_119901000_120497000	123.67681303053057	region12
chr3_119901000_120350000	89.60859567537831	region12
chr3_119938000_119985000	13.055968569390688	region12
chr3_119983000_120095000	76.19682406885111	region12
chr3_119983000_120182000	106.68902208680073	region12
chr3_119984000_120172000	96.27890107945866	region12
chr3_119984000_120162000	49.842392501646565	region12
chr3_119985000_120042000	100.28085454359126	region12
chr3_119995000_120094000	70.61831408280335	region12
chr3_120006000_120168000	85.38339905917105	region12
chr3_120007000_120044000	67.77095307087345	region12
chr3_120007000_120039000	83.57298142284844	region12
chr3_120040000_120417000	85.70761322444001	region12
chr3_120040000_120182000	84.84293129565674	region12
chr3_120082000_120093000	44.741794468437284	region12
chr3_120094000_120623000	102.12397211191264	region12
chr3_120094000_120306000	61.12336685587639	region12
chr3_120094000_120559000	139.97379435340673	region12
chr3_120095000_120596000	95.08337637441088	region12
chr3_120095000_120160000	71.77916157129631	region12
chr3_120095000_120146000	72.93923859086	region12
chr3_120095000_120417000	92.34348998173175	region12
chr3_120095000_120349000	174.16761578165216	region12
chr3_120154000_120391000	46.39744999988584	region12
chr3_120185000_120292000	39.2836545745151	region12
chr3_120228000_120292000	51.56347246931114	region12
chr3_120244000_120559000	743.1067995645803	region12
chr3_120244000_120417000	528.9675462082356	region12
chr3_120244000_120443000	159.19079130332648	region12
chr3_120245000_120795000	129.81499210943866	region12
chr3_120245000_120294000	76.67883682481076	region12
chr3_120245000_120350000	87.0519496360887	region12
chr3_120245000_120506000	201.94636990781657	region12
chr3_120255000_120507000	142.72320412849282	region12
chr3_120291000_120420000	74.62170679317938	region12
chr3_120292000_120468000	64.97195371773384	region12
chr3_120292000_120451000	68.1908386793446	region12
chr3_120292000_120593000	87.47070914020638	region12
chr3_120293000_120304000	54.95021841055164	region12
chr3_120306000_120418000	85.53399745117142	region12
chr3_120306000_120559000	119.97143362742725	region12
chr3_120306000_120349000	105.3486245147433	region12
chr3_120307000_120318000	56.78036710184845	region12
chr3_120317000_120399000	62.78671772344998	region12
chr3_120349000_120417000	93.59885915144088	region12
chr3_120349000_120559000	148.54974159981484	region12
chr3_120349000_120596000	107.13999027541257	region12
chr3_120349000_120741000	99.4618481494621	region12
chr3_120351000_120371000	50.52996720752321	region12
chr3_120418000_120559000	298.6302282503769	region12
chr3_120418000_120622000	52.48089821289295	region12
chr3_120418000_120596000	57.70959952101069	region12
chr3_120418000_120795000	165.5514810205496	region12
chr3_120419000_120506000	79.79316907844648	region12
chr3_120420000_120434000	39.59766983335402	region12
chr3_120449000_120620000	39.976056496864025	region12
chr3_120469000_120559000	55.53672087616645	region12
chr3_120540000_120557000	49.82314268450234	region12
chr3_120558000_121214000	247.21514185129752	region12
chr3_120560000_120622000	64.40546476275053	region12
chr3_120560000_120596000	48.956964570558355	region12
chr3_120560000_120742000	101.3011783942065	region12
chr3_120561000_120795000	571.3440191552617	region12
chr3_120561000_121152000	486.4689576377239	region12
chr3_120561000_121493000	529.2872545317408	region12
chr3_120567000_120621000	51.80314837611085	region12
chr3_120596000_120795000	106.23092670242713	region12
chr3_120597000_120621000	56.82573595260692	region12
chr3_120597000_121444000	387.8192453558171	region12
chr3_120622000_120795000	228.19604189431908	region12
chr3_120622000_120742000	121.32935654579165	region12
chr3_120623000_121154000	285.8033867008952	region12
chr3_120632000_121265000	246.5236319322931	region12
chr3_120690000_120735000	96.35187565437556	region12
chr3_120759000_120791000	54.88556159438335	region12
chr3_120765000_120900000	0.0	region12
chr3_120820000_121060000	130.26163857378856	region12
chr3_120823000_120899000	0.0	region12
chr3_120897000_120917000	0.0	region12
chr3_120941000_120962000	0.0	region12
chr3_121104000_121148000	60.267998100677346	region12
chr3_121104000_121152000	54.19794426925575	region12
chr3_121124000_121171000	60.3836833966309	region12
chr3_121325000_121352000	88.66780194115725	region12
chr3_121332000_121389000	115.14713478905381	region12
chr3_121371000_121390000	68.32556926164031	region12
chr3_121388000_121406000	72.026001569747	region12
chr4_181569000_182925000	299.48094708858486	region11
chr4_181570000_182805000	744.0489344293795	region11
chr4_181571000_182088000	139.32028086121338	region11
chr4_182478000_182806000	394.4761270350546	region11
chr4_182478000_182925000	160.91183434107595	region11
chr4_182810000_182925000	74.66900900045529	region11
chr4_182810000_183262000	137.89715984885467	region11
chr4_182865000_183262000	96.04287696365527	region11
chr4_182866000_182916000	29.296655597843284	region11
chr4_182916000_182982000	25.79905076525015	region11
chr4_182917000_183098000	63.525755433760544	region11
chr4_182917000_183438000	68.11317329815182	region11
chr4_182918000_183262000	201.9672619533101	region11
chr4_182918000_182924000	28.86238224994076	region11
chr4_182918000_182937000	17.933885857424347	region11
chr4_182926000_183262000	370.2229464354908	region11
chr4_182926000_183072000	64.59928608194838	region11
chr4_182938000_183262000	913.0950037951908	region11
chr4_182938000_183334000	82.83654284399952	region11
chr4_182938000_183399000	143.70271636110897	region11
chr4_182938000_183073000	113.53074339983782	region11
chr4_182939000_183407000	138.4969229822572	region11
chr4_183000000_183098000	37.31900047863706	region11
chr4_183073000_183249000	416.24957527134393	region11
chr4_183073000_183257000	460.6100577326533	region11
chr4_183073000_183261000	547.8475028360258	region11
chr4_183074000_183406000	82.09859455165196	region11
chr4_183075000_183096000	26.59500039151859	region11
chr4_183098000_183242000	141.44121869022626	region11
chr4_183098000_183334000	63.14496900726596	region11
chr4_183099000_183120000	32.40667853920178	region11
chr4_183099000_183444000	48.264707041231546	region11
chr4_183099000_183183000	75.58535428790437	region11
chr4_183099000_183507000	41.42344443835339	region11
chr4_183100000_183106000	33.97493928229078	region11
chr4_183182000_183241000	39.201904056031545	region11
chr4_183184000_183334000	24.979677234288634	region11
chr4_183262000_183407000	59.87397477867566	region11
