loop_id	loop_strength	region
chr1_237387814_237559814	42.599824594593095	region8
chr1_237822814_237863814	23.333485729253866	region8
chr1_237864814_238951814	216.90912620280727	region8
chr1_237864814_238233814	74.71790540837036	region8
chr1_238005814_238061814	34.27548702088218	region8
chr1_238060814_238187814	41.6444551464827	region8
chr1_238252814_239898814	785.741842698544	region8
chr1_238252814_239976814	189.81027352159487	region8
chr1_239305814_239504814	37.96428417927007	region8
chr1_239307814_239898814	109.79104816394165	region8
chr1_239405814_239898814	432.81509160743127	region8
chr1_239951814_239976814	80.30163631727612	region8
chr1_239951814_240003814	38.7091796310796	region8
chr1_239951814_240189814	50.512017069248394	region8
chr1_239952814_240148814	37.50751373475151	region8
chr1_240026814_240149814	145.0743213027879	region8
chr1_240027814_240189814	149.18728899900245	region8
chr3_118677000_118811000	97.454920269401	region12
chr3_118761000_118816000	82.60639243246628	region12
chr3_118763000_118809000	85.86376607949515	region12
chr3_118764000_118782000	53.88442219189809	region12
chr3_118773000_118809000	87.98978676475696	region12
chr3_118774000_118781000	59.194812794646964	region12
chr3_118782000_119698000	115.98056842873757	region12
chr3_118783000_118809000	109.05373951175281	region12
chr3_118783000_119240000	70.88476121425226	region12
chr3_118783000_119638000	28.467328547810823	region12
chr3_118783000_119294000	47.784454930784676	region12
chr3_118808000_119499000	59.052932222051204	region12
chr3_118809000_119352000	57.346929683295606	region12
chr3_118810000_118851000	27.968357270553533	region12
chr3_118810000_119629000	72.6096016847102	region12
chr3_118810000_119563000	104.46049457989866	region12
chr3_118810000_119467000	57.306343024525326	region12
chr3_118810000_119639000	34.890329272595615	region12
chr3_118810000_119580000	71.80893280258019	region12
chr3_118810000_119677000	14.826642192403135	region12
chr3_118810000_120095000	156.83449318692672	region12
chr3_118810000_119599000	98.74620439476492	region12
chr3_118810000_119701000	156.79143560288853	region12
chr3_118810000_119323000	73.6638754712641	region12
chr3_118810000_119294000	57.18440758622318	region12
chr3_118810000_119240000	71.6589469252614	region12
chr3_118811000_118840000	39.97781004335308	region12
chr3_118811000_119809000	59.41186429252801	region12
chr3_118818000_118840000	50.80716732668249	region12
chr3_118841000_119678000	32.15077011779824	region12
chr3_118882000_119559000	41.99742852525447	region12
