loop_id	loop_strength	region
chr1_239951814_239987814	117.86466146062249	region8
chr1_239951814_240148814	72.72814243634045	region8
chr1_239952814_239975814	139.18782237049354	region8
chr3_118783000_118809000	57.62680365536816	region12
chr3_118819000_118840000	38.33879755479698	region12
chr3_118881000_119821000	59.72252441734913	region12
chr3_118883000_119679000	0.0	region12
chr3_118884000_119098000	2004.414433820631	region12
chr3_118884000_119241000	338.56227612405104	region12
chr3_118884000_119353000	89.73995759663437	region12
chr3_118884000_119034000	279.12817963673444	region12
chr3_119099000_119681000	0.0	region12
chr3_119145000_119680000	0.0	region12
chr3_119145000_119241000	159.7311652707204	region12
chr3_119218000_119250000	37.38085158119474	region12
chr3_119241000_119322000	89.32408102321747	region12
chr3_119241000_119464000	158.803150232139	region12
chr3_119241000_119498000	187.90998971984465	region12
chr3_119241000_119294000	90.0632336126045	region12
chr3_119241000_119680000	0.0	region12
chr3_119249000_119293000	46.5434339941328	region12
chr3_119250000_119405000	93.91693232057642	region12
chr3_119250000_119677000	0.0	region12
chr3_119251000_119430000	125.33006451618307	region12
chr3_119269000_119404000	141.88249219604057	region12
chr3_119271000_119293000	61.5034077253735	region12
chr3_119271000_119596000	46.586200110933724	region12
chr3_119272000_119462000	95.76865068327601	region12
chr3_119274000_119353000	106.6759817581453	region12
chr3_119275000_119680000	0.0	region12
chr3_119275000_119559000	22.626263598035514	region12
chr3_119294000_119463000	116.6440263919404	region12
chr3_119294000_119498000	115.80434154462833	region12
chr3_119294000_119679000	0.0	region12
chr3_119295000_119322000	91.56206461305855	region12
chr3_119323000_119463000	95.00715124996717	region12
chr3_119323000_119677000	0.0	region12
chr3_119378000_119565000	7.817668517203495	region12
chr3_119420000_119681000	0.0	region12
chr3_119432000_119678000	0.0	region12
chr3_119450000_119462000	18.736230283143783	region12
chr3_119463000_119677000	0.0	region12
chr3_119463000_120094000	110.53404104654604	region12
chr3_119464000_119498000	72.49276015520198	region12
chr3_119465000_120348000	31.412424939244474	region12
chr3_119468000_119677000	0.0	region12
chr3_119469000_119498000	89.15532859623339	region12
chr3_119498000_119677000	0.0	region12
chr3_119498000_119701000	115.10923181248239	region12
chr3_119498000_120094000	137.5517163554801	region12
chr3_119499000_119579000	86.819648650498	region12
chr3_119499000_120349000	112.19143675268239	region12
chr3_119565000_119598000	27.372676407049845	region12
chr3_119579000_119677000	0.0	region12
chr3_119601000_119679000	0.0	region12
chr3_119677000_119702000	0.0	region12
chr3_119678000_120094000	0.0	region12
chr3_119701000_120094000	94.57043419304442	region12
chr3_119800000_119985000	61.18518740130786	region12
chr3_119820000_120183000	266.08682410010863	region12
chr3_119821000_120198000	274.3689342686713	region12
chr3_119821000_120559000	229.1358827541789	region12
chr3_119821000_120146000	239.0708311843758	region12
chr3_119846000_120282000	66.67436385993763	region12
chr3_119892000_120182000	262.105602321582	region12
chr3_119892000_120417000	81.63081111927261	region12
chr3_119892000_120197000	147.3136271861634	region12
chr3_119892000_120559000	172.07537291043596	region12
chr3_119893000_120146000	254.29702567723817	region12
chr3_119893000_120094000	226.18196199908073	region12
chr3_119901000_120497000	60.436674910505175	region12
chr3_119901000_120350000	71.8572159547063	region12
chr3_119938000_119985000	0.0	region12
chr3_119983000_120095000	78.45625728724724	region12
chr3_119983000_120182000	92.5661914259179	region12
chr3_119984000_120172000	53.25241658655645	region12
chr3_119984000_120162000	42.14889109137728	region12
chr3_119985000_120042000	73.65613676199824	region12
chr3_119995000_120094000	82.58120243447502	region12
chr3_120006000_120168000	64.38968238854065	region12
chr3_120007000_120044000	65.9716396639926	region12
chr3_120007000_120039000	71.70744010467422	region12
chr3_120040000_120417000	90.26861213185711	region12
chr3_120040000_120182000	132.98809423613412	region12
chr3_120082000_120093000	57.471919888332266	region12
chr3_120094000_120623000	27.374671008804615	region12
chr3_120094000_120306000	30.702956371681495	region12
chr3_120094000_120559000	192.73797798050566	region12
chr3_120095000_120596000	98.0828927750216	region12
chr3_120095000_120160000	53.298326029363515	region12
chr3_120095000_120146000	66.72614218023173	region12
chr3_120095000_120417000	78.87937815486718	region12
chr3_120095000_120349000	155.94920618346822	region12
chr3_120154000_120391000	52.01280378406362	region12
chr3_120185000_120292000	44.80874138534515	region12
chr3_120228000_120292000	38.390565293935296	region12
chr3_120244000_120559000	658.5308630394488	region12
chr3_120244000_120417000	185.31630710276843	region12
chr3_120244000_120443000	107.68597801305008	region12
chr3_120245000_120795000	182.45281541102236	region12
chr3_120245000_120294000	57.80148612666415	region12
chr3_120245000_120350000	127.89987563724576	region12
chr3_120245000_120506000	119.77029300562583	region12
chr3_120255000_120507000	115.89420908577458	region12
chr3_120291000_120420000	54.13874036027528	region12
chr3_120292000_120468000	42.5846675842786	region12
chr3_120292000_120451000	89.5019362314527	region12
chr3_120292000_120593000	52.85482144312225	region12
chr3_120293000_120304000	57.51878955963144	region12
chr3_120306000_120418000	34.49984286726536	region12
chr3_120306000_120559000	79.14440046326767	region12
chr3_120306000_120349000	46.149287553219054	region12
chr3_120307000_120318000	57.24158633014814	region12
chr3_120317000_120399000	49.40748497083174	region12
chr3_120349000_120417000	45.154882556578514	region12
chr3_120349000_120559000	164.68407825934693	region12
chr3_120349000_120596000	46.46266195386053	region12
chr3_120349000_120741000	55.974599861010574	region12
chr3_120351000_120371000	57.81723900801813	region12
chr3_120418000_120559000	459.43376162257925	region12
chr3_120418000_120622000	18.924601260876422	region12
chr3_120418000_120596000	46.26253640524806	region12
chr3_120418000_120795000	113.64801632314276	region12
chr3_120419000_120506000	154.96931692074668	region12
chr3_120420000_120434000	49.20272266749676	region12
chr3_120449000_120620000	33.19852416295116	region12
chr3_120469000_120559000	59.39193894938956	region12
chr3_120540000_120557000	64.35922309130048	region12
chr3_120558000_121214000	215.45783926723703	region12
chr3_120560000_120622000	36.230786872863305	region12
chr3_120560000_120596000	47.43591264091263	region12
chr3_120560000_120742000	137.41462976629958	region12
chr3_120561000_120795000	787.9117194188526	region12
chr3_120561000_121152000	375.1455804127873	region12
chr3_120561000_121493000	771.8297626997669	region12
chr3_120567000_120621000	64.37192495580311	region12
chr3_120596000_120795000	178.49376245375845	region12
chr3_120597000_120621000	52.13009411879495	region12
chr3_120597000_121444000	388.9933913494052	region12
chr3_120622000_120795000	132.26197293708105	region12
chr3_120622000_120742000	113.05809453205886	region12
chr3_120623000_121154000	157.1105850551099	region12
chr3_120632000_121265000	191.3040509141682	region12
chr3_120690000_120735000	16.84620513030757	region12
chr3_120759000_120791000	49.911078962555784	region12
chr3_120765000_120900000	0.0	region12
chr3_120820000_121060000	89.01131786005163	region12
chr3_120823000_120899000	0.0	region12
chr3_120897000_120917000	0.0	region12
chr3_120941000_120962000	0.0	region12
chr3_121104000_121148000	50.74079853553291	region12
chr3_121104000_121152000	38.18756506293785	region12
chr3_121124000_121171000	63.52971000397696	region12
chr3_121325000_121352000	37.998714014721926	region12
chr3_121332000_121389000	50.157198439081796	region12
chr3_121371000_121390000	68.82176305019703	region12
chr3_121388000_121406000	45.694153876275365	region12
chr4_181569000_182925000	621.9549380315782	region11
chr4_181570000_182805000	2098.5345126218217	region11
chr4_181571000_182088000	496.8466732709495	region11
chr4_182478000_182806000	425.01438579625056	region11
chr4_182478000_182925000	130.1470523488312	region11
chr4_182810000_182925000	152.73893632007673	region11
chr4_182810000_183262000	93.91621232908422	region11
chr4_182865000_183262000	81.68491219914802	region11
chr4_182866000_182916000	57.34453594811599	region11
chr4_182916000_182982000	29.957372195759312	region11
chr4_182917000_183098000	68.74122724640458	region11
chr4_182917000_183438000	136.98471619127523	region11
chr4_182918000_183262000	253.50618858960925	region11
chr4_182918000_182924000	51.520359744307044	region11
chr4_182918000_182937000	38.01608553245105	region11
chr4_182926000_183262000	484.4830208232435	region11
chr4_182926000_183072000	87.82404964320119	region11
chr4_182938000_183262000	1090.6748072225457	region11
chr4_182938000_183334000	189.88852892451155	region11
chr4_182938000_183399000	471.93434681367165	region11
chr4_182938000_183073000	159.11723217074655	region11
chr4_182939000_183407000	547.2088874565895	region11
chr4_183000000_183098000	60.34816930371445	region11
chr4_183073000_183249000	478.00689468959627	region11
chr4_183073000_183257000	724.6053566623176	region11
chr4_183073000_183261000	780.4159379699546	region11
chr4_183074000_183406000	201.75707305503144	region11
chr4_183075000_183096000	67.1173608555051	region11
chr4_183098000_183242000	224.45890503745525	region11
chr4_183098000_183334000	62.27953215277174	region11
chr4_183099000_183120000	78.41600892109744	region11
chr4_183099000_183444000	156.78147179901734	region11
chr4_183099000_183183000	234.5226286591069	region11
chr4_183099000_183507000	87.69452120490762	region11
chr4_183100000_183106000	64.394836227461	region11
chr4_183182000_183241000	69.41240200883308	region11
chr4_183184000_183334000	34.107276153650396	region11
chr4_183262000_183407000	134.81676782896238	region11
chr4_183262000_183399000	103.12356326808239	region11
chr4_183334000_183438000	51.90927308931844	region11
chr4_183335000_183504000	20.86722141215414	region11
chr4_183396000_183504000	29.817601367054976	region11
chr4_183401000_183505000	39.72123092615444	region11
chr4_183407000_183505000	50.04601346570785	region11
chr4_183408000_183437000	62.74578986262024	region11
chr4_183439000_183505000	51.17630882899229	region11
chr4_183443000_183504000	98.23654059991327	region11
chr4_183444000_183659000	205.21555326489536	region11
chr4_183445000_183471000	60.46089667284179	region11
chr4_183446000_183466000	72.61242010041038	region11
chr4_183464000_183601000	0.0	region11
chr4_183471000_183505000	85.46757979245871	region11
chr4_183471000_183659000	238.6889104160896	region11
chr4_183471000_183798000	124.6885994366071	region11
chr4_183471000_183839000	149.79813707936808	region11
chr4_183472000_183602000	0.0	region11
